Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,SurveyYear_raw,Value_raw,SurveyYear,ok_country,ok_gender,ok_demo_q,ok_demo_r,ok_question,ok_year,ok_value,is_valid_row
Afghanistan,M,Education,Secondary,... if she burns the food,01/01/2015,7.1,01/01/2015,7.1,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,25-34,... if she burns the food,01/01/2015,8.2,01/01/2015,8.2,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for cash,... if she burns the food,01/01/2015,8.4,01/01/2015,8.4,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Marital status,Married or living together,... if she burns the food,01/01/2015,8.5,01/01/2015,8.5,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,35-49,... if she burns the food,01/01/2015,8.6,01/01/2015,8.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,15-24,... if she burns the food,01/01/2015,9.4,01/01/2015,9.4,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Residence,Rural,... if she burns the food,01/01/2015,9.7,01/01/2015,9.7,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,No education,... if she burns the food,01/01/2015,10.6,01/01/2015,10.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for kind,... if she burns the food,01/01/2015,10.7,01/01/2015,10.7,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,15-24,... for at least one specific reason,01/01/2015,80.1,01/01/2015,80.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,25-34,... for at least one specific reason,01/01/2015,81.5,01/01/2015,81.5,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,35-49,... for at least one specific reason,01/01/2015,79.0,01/01/2015,79.0,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,15-24,... if she argues with him,01/01/2015,57.5,01/01/2015,57.5,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,25-34,... if she argues with him,01/01/2015,60.0,01/01/2015,60.0,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,35-49,... if she argues with him,01/01/2015,59.8,01/01/2015,59.8,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,15-24,... if she goes out without telling him,01/01/2015,67.7,01/01/2015,67.7,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,25-34,... if she goes out without telling him,01/01/2015,68.5,01/01/2015,68.5,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,35-49,... if she goes out without telling him,01/01/2015,64.7,01/01/2015,64.7,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,15-24,... if she neglects the children,01/01/2015,46.5,01/01/2015,46.5,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,25-34,... if she neglects the children,01/01/2015,50.2,01/01/2015,50.2,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,35-49,... if she neglects the children,01/01/2015,48.1,01/01/2015,48.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,15-24,... if she refuses to have sex with him,01/01/2015,32.1,01/01/2015,32.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,25-34,... if she refuses to have sex with him,01/01/2015,34.3,01/01/2015,34.3,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Age,35-49,... if she refuses to have sex with him,01/01/2015,33.5,01/01/2015,33.5,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Higher,... for at least one specific reason,01/01/2015,61.1,01/01/2015,61.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,No education,... for at least one specific reason,01/01/2015,81.0,01/01/2015,81.0,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Primary,... for at least one specific reason,01/01/2015,79.8,01/01/2015,79.8,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Secondary,... for at least one specific reason,01/01/2015,76.0,01/01/2015,76.0,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Higher,... if she argues with him,01/01/2015,37.7,01/01/2015,37.7,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,No education,... if she argues with him,01/01/2015,60.2,01/01/2015,60.2,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Primary,... if she argues with him,01/01/2015,56.9,01/01/2015,56.9,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Secondary,... if she argues with him,01/01/2015,55.4,01/01/2015,55.4,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Higher,... if she goes out without telling him,01/01/2015,41.1,01/01/2015,41.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,No education,... if she goes out without telling him,01/01/2015,68.4,01/01/2015,68.4,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Primary,... if she goes out without telling him,01/01/2015,64.1,01/01/2015,64.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Secondary,... if she goes out without telling him,01/01/2015,58.2,01/01/2015,58.2,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Higher,... if she neglects the children,01/01/2015,33.4,01/01/2015,33.4,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,No education,... if she neglects the children,01/01/2015,48.9,01/01/2015,48.9,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Primary,... if she neglects the children,01/01/2015,50.6,01/01/2015,50.6,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Secondary,... if she neglects the children,01/01/2015,44.4,01/01/2015,44.4,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Higher,... if she refuses to have sex with him,01/01/2015,10.8,01/01/2015,10.8,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,No education,... if she refuses to have sex with him,01/01/2015,34.2,01/01/2015,34.2,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Primary,... if she refuses to have sex with him,01/01/2015,35.9,01/01/2015,35.9,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Education,Secondary,... if she refuses to have sex with him,01/01/2015,26.6,01/01/2015,26.6,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Employed for cash,... for at least one specific reason,01/01/2015,80.2,01/01/2015,80.2,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Employed for kind,... for at least one specific reason,01/01/2015,86.9,01/01/2015,86.9,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Unemployed,... for at least one specific reason,01/01/2015,80.1,01/01/2015,80.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Employed for cash,... if she argues with him,01/01/2015,57.8,01/01/2015,57.8,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Employed for kind,... if she argues with him,01/01/2015,53.5,01/01/2015,53.5,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Unemployed,... if she argues with him,01/01/2015,59.8,01/01/2015,59.8,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2015,66.7,01/01/2015,66.7,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2015,68.0,01/01/2015,68.0,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Unemployed,... if she goes out without telling him,01/01/2015,67.0,01/01/2015,67.0,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Employed for cash,... if she neglects the children,01/01/2015,48.1,01/01/2015,48.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Employed for kind,... if she neglects the children,01/01/2015,49.3,01/01/2015,49.3,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Unemployed,... if she neglects the children,01/01/2015,48.6,01/01/2015,48.6,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2015,32.5,01/01/2015,32.5,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2015,31.4,01/01/2015,31.4,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2015,33.7,01/01/2015,33.7,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Marital status,Married or living together,... for at least one specific reason,01/01/2015,80.6,01/01/2015,80.6,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2015,67.6,01/01/2015,67.6,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Marital status,Married or living together,... if she argues with him,01/01/2015,59.5,01/01/2015,59.5,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2015,51.5,01/01/2015,51.5,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2015,67.1,01/01/2015,67.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2015,58.5,01/01/2015,58.5,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Marital status,Married or living together,... if she neglects the children,01/01/2015,48.6,01/01/2015,48.6,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2015,43.1,01/01/2015,43.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2015,33.5,01/01/2015,33.5,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2015,29.1,01/01/2015,29.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Residence,Rural,... for at least one specific reason,01/01/2015,82.1,01/01/2015,82.1,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Residence,Urban,... for at least one specific reason,01/01/2015,74.0,01/01/2015,74.0,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Residence,Rural,... if she argues with him,01/01/2015,60.6,01/01/2015,60.6,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Residence,Urban,... if she argues with him,01/01/2015,54.7,01/01/2015,54.7,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Residence,Rural,... if she goes out without telling him,01/01/2015,69.3,01/01/2015,69.3,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Residence,Urban,... if she goes out without telling him,01/01/2015,58.9,01/01/2015,58.9,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Residence,Rural,... if she neglects the children,01/01/2015,48.9,01/01/2015,48.9,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Residence,Urban,... if she neglects the children,01/01/2015,46.7,01/01/2015,46.7,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Residence,Rural,... if she refuses to have sex with him,01/01/2015,35.2,01/01/2015,35.2,2015,True,True,True,True,True,True,True,True
Afghanistan,F,Residence,Urban,... if she refuses to have sex with him,01/01/2015,27.4,01/01/2015,27.4,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,15-24,... for at least one specific reason,01/01/2015,74.1,01/01/2015,74.1,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,25-34,... for at least one specific reason,01/01/2015,70.5,01/01/2015,70.5,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,35-49,... for at least one specific reason,01/01/2015,73.6,01/01/2015,73.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,15-24,... if she argues with him,01/01/2015,44.4,01/01/2015,44.4,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,25-34,... if she argues with him,01/01/2015,44.6,01/01/2015,44.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,35-49,... if she argues with him,01/01/2015,46.6,01/01/2015,46.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,15-24,... if she goes out without telling him,01/01/2015,63.3,01/01/2015,63.3,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,25-34,... if she goes out without telling him,01/01/2015,60.4,01/01/2015,60.4,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,35-49,... if she goes out without telling him,01/01/2015,61.0,01/01/2015,61.0,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,15-24,... if she neglects the children,01/01/2015,24.8,01/01/2015,24.8,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,25-34,... if she neglects the children,01/01/2015,27.0,01/01/2015,27.0,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,35-49,... if she neglects the children,01/01/2015,25.7,01/01/2015,25.7,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,15-24,... if she refuses to have sex with him,01/01/2015,21.3,01/01/2015,21.3,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,25-34,... if she refuses to have sex with him,01/01/2015,18.5,01/01/2015,18.5,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Age,35-49,... if she refuses to have sex with him,01/01/2015,20.1,01/01/2015,20.1,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Higher,... for at least one specific reason,01/01/2015,55.5,01/01/2015,55.5,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,No education,... for at least one specific reason,01/01/2015,77.4,01/01/2015,77.4,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Primary,... for at least one specific reason,01/01/2015,68.1,01/01/2015,68.1,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Secondary,... for at least one specific reason,01/01/2015,69.6,01/01/2015,69.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Higher,... if she argues with him,01/01/2015,31.4,01/01/2015,31.4,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,No education,... if she argues with him,01/01/2015,50.2,01/01/2015,50.2,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Primary,... if she argues with him,01/01/2015,41.0,01/01/2015,41.0,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Secondary,... if she argues with him,01/01/2015,42.8,01/01/2015,42.8,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Higher,... if she goes out without telling him,01/01/2015,43.6,01/01/2015,43.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,No education,... if she goes out without telling him,01/01/2015,66.0,01/01/2015,66.0,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Primary,... if she goes out without telling him,01/01/2015,55.9,01/01/2015,55.9,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Secondary,... if she goes out without telling him,01/01/2015,59.5,01/01/2015,59.5,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Higher,... if she neglects the children,01/01/2015,20.9,01/01/2015,20.9,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,No education,... if she neglects the children,01/01/2015,29.7,01/01/2015,29.7,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Primary,... if she neglects the children,01/01/2015,22.3,01/01/2015,22.3,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Secondary,... if she neglects the children,01/01/2015,23.0,01/01/2015,23.0,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Higher,... if she refuses to have sex with him,01/01/2015,11.9,01/01/2015,11.9,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,No education,... if she refuses to have sex with him,01/01/2015,23.2,01/01/2015,23.2,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Primary,... if she refuses to have sex with him,01/01/2015,17.4,01/01/2015,17.4,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Education,Secondary,... if she refuses to have sex with him,01/01/2015,15.9,01/01/2015,15.9,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for cash,... for at least one specific reason,01/01/2015,72.6,01/01/2015,72.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for kind,... for at least one specific reason,01/01/2015,73.5,01/01/2015,73.5,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Unemployed,... for at least one specific reason,01/01/2015,67.4,01/01/2015,67.4,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for cash,... if she argues with him,01/01/2015,45.5,01/01/2015,45.5,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for kind,... if she argues with him,01/01/2015,47.8,01/01/2015,47.8,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Unemployed,... if she argues with him,01/01/2015,41.1,01/01/2015,41.1,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2015,60.9,01/01/2015,60.9,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2015,65.7,01/01/2015,65.7,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Unemployed,... if she goes out without telling him,01/01/2015,54.8,01/01/2015,54.8,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for cash,... if she neglects the children,01/01/2015,25.6,01/01/2015,25.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for kind,... if she neglects the children,01/01/2015,30.6,01/01/2015,30.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Unemployed,... if she neglects the children,01/01/2015,31.8,01/01/2015,31.8,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2015,18.9,01/01/2015,18.9,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2015,27.8,01/01/2015,27.8,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2015,17.0,01/01/2015,17.0,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Marital status,Married or living together,... for at least one specific reason,01/01/2015,72.6,01/01/2015,72.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2015,48.8,01/01/2015,48.8,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Marital status,Married or living together,... if she argues with him,01/01/2015,45.5,01/01/2015,45.5,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2015,35.1,01/01/2015,35.1,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2015,61.3,01/01/2015,61.3,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2015,36.5,01/01/2015,36.5,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Marital status,Married or living together,... if she neglects the children,01/01/2015,26.1,01/01/2015,26.1,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2015,29.3,01/01/2015,29.3,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2015,19.7,01/01/2015,19.7,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2015,5.0,01/01/2015,5.0,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Residence,Rural,... for at least one specific reason,01/01/2015,76.1,01/01/2015,76.1,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Residence,Urban,... for at least one specific reason,01/01/2015,59.9,01/01/2015,59.9,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Residence,Rural,... if she argues with him,01/01/2015,47.0,01/01/2015,47.0,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Residence,Urban,... if she argues with him,01/01/2015,40.4,01/01/2015,40.4,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Residence,Rural,... if she goes out without telling him,01/01/2015,65.6,01/01/2015,65.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Residence,Urban,... if she goes out without telling him,01/01/2015,46.0,01/01/2015,46.0,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Residence,Rural,... if she neglects the children,01/01/2015,28.1,01/01/2015,28.1,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Residence,Urban,... if she neglects the children,01/01/2015,19.6,01/01/2015,19.6,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Residence,Rural,... if she refuses to have sex with him,01/01/2015,21.9,01/01/2015,21.9,2015,True,True,True,True,True,True,True,True
Afghanistan,M,Residence,Urban,... if she refuses to have sex with him,01/01/2015,12.0,01/01/2015,12.0,2015,True,True,True,True,True,True,True,True
Albania,F,Education,Higher,... if she burns the food,01/01/2017,0.2,01/01/2017,0.2,2017,True,True,True,True,True,True,True,True
Albania,F,Residence,Urban,... if she burns the food,01/01/2017,0.4,01/01/2017,0.4,2017,True,True,True,True,True,True,True,True
Albania,F,Age,15-24,... if she burns the food,01/01/2017,0.6,01/01/2017,0.6,2017,True,True,True,True,True,True,True,True
Albania,F,Education,Secondary,... if she burns the food,01/01/2017,0.6,01/01/2017,0.6,2017,True,True,True,True,True,True,True,True
Albania,F,Employment,Employed for cash,... if she burns the food,01/01/2017,0.6,01/01/2017,0.6,2017,True,True,True,True,True,True,True,True
Albania,F,Marital status,Never married,... if she burns the food,01/01/2017,0.6,01/01/2017,0.6,2017,True,True,True,True,True,True,True,True
Albania,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2017,0.6,01/01/2017,0.6,2017,True,True,True,True,True,True,True,True
Albania,F,Age,25-34,... if she burns the food,01/01/2017,0.8,01/01/2017,0.8,2017,True,True,True,True,True,True,True,True
Albania,F,Employment,Unemployed,... if she burns the food,01/01/2017,0.8,01/01/2017,0.8,2017,True,True,True,True,True,True,True,True
Albania,F,Marital status,Married or living together,... if she burns the food,01/01/2017,0.9,01/01/2017,0.9,2017,True,True,True,True,True,True,True,True
Albania,F,Age,35-49,... if she burns the food,01/01/2017,1.0,01/01/2017,1.0,2017,True,True,True,True,True,True,True,True
Albania,F,Education,Primary,... if she burns the food,01/01/2017,1.3,01/01/2017,1.3,2017,True,True,True,True,True,True,True,True
Albania,F,Residence,Rural,... if she burns the food,01/01/2017,1.4,01/01/2017,1.4,2017,True,True,True,True,True,True,True,True
Albania,F,Employment,Employed for kind,... if she burns the food,01/01/2017,2.4,01/01/2017,2.4,2017,True,True,True,True,True,True,True,True
Albania,F,Education,No education,... if she burns the food,01/01/2017,5.8,01/01/2017,5.8,2017,True,True,True,True,True,True,True,True
Albania,M,Education,No education,... if she burns the food,01/01/2017,0.0,01/01/2017,0.0,2017,True,True,True,True,True,True,True,True
Albania,M,Age,25-34,... if she burns the food,01/01/2017,0.2,01/01/2017,0.2,2017,True,True,True,True,True,True,True,True
Albania,M,Education,Secondary,... if she burns the food,01/01/2017,0.2,01/01/2017,0.2,2017,True,True,True,True,True,True,True,True
Albania,M,Employment,Employed for cash,... if she burns the food,01/01/2017,0.3,01/01/2017,0.3,2017,True,True,True,True,True,True,True,True
Albania,M,Age,35-49,... if she burns the food,01/01/2017,0.4,01/01/2017,0.4,2017,True,True,True,True,True,True,True,True
Albania,M,Marital status,Never married,... if she burns the food,01/01/2017,0.4,01/01/2017,0.4,2017,True,True,True,True,True,True,True,True
Albania,M,Employment,Employed for kind,... if she burns the food,01/01/2017,0.5,01/01/2017,0.5,2017,True,True,True,True,True,True,True,True
Albania,M,Residence,Rural,... if she burns the food,01/01/2017,0.5,01/01/2017,0.5,2017,True,True,True,True,True,True,True,True
Albania,M,Residence,Urban,... if she burns the food,01/01/2017,0.5,01/01/2017,0.5,2017,True,True,True,True,True,True,True,True
Albania,M,Marital status,Married or living together,... if she burns the food,01/01/2017,0.6,01/01/2017,0.6,2017,True,True,True,True,True,True,True,True
Albania,M,Education,Higher,... if she burns the food,01/01/2017,0.8,01/01/2017,0.8,2017,True,True,True,True,True,True,True,True
Albania,M,Education,Primary,... if she burns the food,01/01/2017,0.8,01/01/2017,0.8,2017,True,True,True,True,True,True,True,True
Albania,M,Employment,Unemployed,... if she burns the food,01/01/2017,0.8,01/01/2017,0.8,2017,True,True,True,True,True,True,True,True
Albania,M,Age,15-24,... if she burns the food,01/01/2017,0.9,01/01/2017,0.9,2017,True,True,True,True,True,True,True,True
Albania,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2017,1.6,01/01/2017,1.6,2017,True,True,True,True,True,True,True,True
Albania,F,Age,15-24,... for at least one specific reason,01/01/2017,4.7,01/01/2017,4.7,2017,True,True,True,True,True,True,True,True
Albania,F,Age,25-34,... for at least one specific reason,01/01/2017,6.9,01/01/2017,6.9,2017,True,True,True,True,True,True,True,True
Albania,F,Age,35-49,... for at least one specific reason,01/01/2017,8.2,01/01/2017,8.2,2017,True,True,True,True,True,True,True,True
Albania,F,Age,15-24,... if she argues with him,01/01/2017,1.0,01/01/2017,1.0,2017,True,True,True,True,True,True,True,True
